category,item_idx,text,fragmentation,frequency_score,lf_score,z_fragmentation,z_frequency,peak_layer
idiom,51,The movie had everyone in the theatre in stitches .,1.0,47.63755798339844,-0.8272901273953185,-0.7873746255565724,-1.614664752951891,1
idiom,52,She 's been on cloud nine since she heard the news of her engagement .,1.0,97.8284200032552,2.1404223418027812,-0.7873746255565724,1.353047716246209,1
idiom,53,"The company had put a lot of trust on him , but he sold them out by leaking confidential information",1.0,89.91867065429688,1.6727303989577205,-0.7873746255565724,0.885355773401148,1
idiom,54,The fellow has always been a scapegoat since he is the youngest of the four siblings .,1.5,33.619181315104164,-2.1367426006438235,-0.30680831927514707,-2.4435509199189704,1
idiom,55,The chief of security said that his team would leave no stone unturned in nabbing the miscreants .,1.25,85.30593872070312,1.1597031341303303,-0.5470914724158598,0.6126116617144706,1
idiom,56,The horrible weather accounted for more than 20 percent absenteeism at work today .,1.5,98.38269551595052,1.692629538190951,-0.30680831927514707,1.385821218915804,1
idiom,57,My grandmother always advised me to go with the flow and to stay safe .,1.0,99.45173263549805,2.236406450189044,-0.7873746255565724,1.4490318246324714,1
idiom,58,Susan is a very smart girl but the fact that she gives herself airs about her job makes me like her ,1.0,67.49216715494792,0.3466839554995126,-0.7873746255565724,-0.44069067005705986,1
idiom,59,"After the event and how he behaved there , he was the laughing stock in school for days to come .",1.5,88.14315795898438,1.0871806165404638,-0.30680831927514707,0.7803722972653168,1
idiom,60,Teenage¾girls¾often¾have¾a¾crush¾on¾this¾teacher .,19.0,50.18728155838816,-17.976915717241447,16.513012400574745,-1.463903316666702,1
idiom,61,They have been dating each other for quite some time now and are planning to tie the knot a few mont,1.0,89.88660176595052,1.6708342123614202,-0.7873746255565724,0.8834595868048477,1
idiom,62,"My grandmother is a very warm-hearted person , everybody loves her .",3.0,52.715301513671875,-2.4493157833297063,1.1348905995691292,-1.3144251837605774,1
idiom,63,The political party is in deep water after it was discovered that their candidate had lied in the re,1.0,94.18392181396484,1.9249284792736243,-0.7873746255565724,1.137553853717052,1
idiom,64,"We can keep on arguing about this till the cows come home , but it wo n't solve anything .",1.0,88.72016906738281,1.601864748106149,-0.7873746255565724,0.8144901225495764,1
idiom,65,The president has been attacking foreign ministers and even the people in his own party like a bull ,1.0,95.95623016357422,2.0297224871214827,-0.7873746255565724,1.2423478615649104,1
idiom,66,My dream has always been to settle in Australia and But I know it 's like a trip to the sun and I ju,1.0,98.62686157226562,2.187633027272596,-0.7873746255565724,1.4002584017160236,1
idiom,67,"I heard on the grapevine that he was being promoted , but I do n't know anything further .",1.0,72.48217264811198,0.6417357025201401,-0.7873746255565724,-0.14563892303643233,1
idiom,68,"It is a very hard assignment , and I had to burn the midnight oil to get it completed on time .",1.0,94.11172866821289,1.9206598038570926,-0.7873746255565724,1.13328517830052,1
idiom,69,"Susan might look young , but she was not born yesterday and She is not going to fall for your lies .",1.0,95.06282806396484,1.9768969239747576,-0.7873746255565724,1.1895222984181852,1
idiom,70,The shot that he took at him was completely below the belt and Decent people do not compete like thi,1.0,90.08242289225261,1.6824128299597634,-0.7873746255565724,0.895038204403191,1
idiom,71,Most people in this city do n't own a car - they just rent one as and when they need it .,1.0,99.79801177978516,2.2568814309518275,-0.7873746255565724,1.4695068053952551,1
idiom,72,That corner store is a one stop shop for anyone looking for video games .,1.0,98.30411275227864,2.168549360267327,-0.7873746255565724,1.3811747347107546,1
idiom,73,"The two of us had the same idea at the same time and Well , great minds think alike !",1.0,91.69759750366211,1.7779157490432371,-0.7873746255565724,0.9905411234866647,1
idiom,74,"I have done everything for her , but she left me because of that guy , she stabbed in my back .",1.25,91.7547607421875,1.5410125748254693,-0.5470914724158598,0.9939211024096095,1
idiom,75,I have cleaned up this mess over and over again but every time I come back it is dirty again .,1.0,99.57974751790364,2.2439757834793888,-0.7873746255565724,1.4566011579228162,1
idiom,76,The guy just zipped past me in the queue today without bothering about the rules of the organization,1.0,36.4013671875,-1.4916697014716571,-0.7873746255565724,-2.2790443270282297,1
idiom,77,"I did not go to work today , as I was feeling a bit under the weather .",1.0,80.98991394042969,1.1447860368207117,-0.7873746255565724,0.3574114112641392,1
idiom,78,The management was so focused on planning for the next year 's budget that they let this issue fall ,1.0,94.30249532063802,1.9319395577869063,-0.7873746255565724,1.144564932230334,1
idiom,79,"Well , speak of the devil !",1.0,87.82901763916016,1.5491722638759762,-0.7873746255565724,0.7617976383194038,1
idiom,80,"It is obvious that Steve really loves Sarah , but she told me that he has not said those three littl",1.0,94.63050842285156,1.9513344941224164,-0.7873746255565724,1.1639598685658439,1
idiom,81,"As the things were not going well for her at work , she was feeling a bit down in the dumps .",1.0,84.97581481933594,1.3804665424601223,-0.7873746255565724,0.59309191690355,1
idiom,82,"I know its difficult to get over your loss , but try to pull yourself together and get on with life ",1.0,94.09764607747395,1.9198271208057829,-0.7873746255565724,1.1324524952492103,1
idiom,83,The day that I started my journey towards my real career was a red-letter day for me .,3.0,68.07009379069011,-1.5414093105453657,1.1348905995691292,-0.4065187109762365,1
idiom,84,The joke he cracked went down like a lead balloon .,1.0,95.79995473225911,2.0204821487913764,-0.7873746255565724,1.2331075232348039,1
idiom,85,"I 'll take a rain check on the party tonight , I have a lot of work to finish right now .",1.0,99.4580586751302,2.236780499686133,-0.7873746255565724,1.4494058741295603,1
idiom,86,"When Ted and Judy were living apart in different cities , he would write a letter to her every week ",1.0,71.87061309814453,0.6055750782738868,-0.7873746255565724,-0.18179954728268566,1
idiom,87,His method of teaching physics breaks the mould .,1.0,88.18117777506511,1.5699949790958536,-0.7873746255565724,0.782620353539281,1
idiom,88,"Good grief , is she going to kick her brother in front of the entire school ? This is really shockin",1.0,91.48101806640625,1.7651097227936414,-0.7873746255565724,0.977735097237069,1
idiom,89,A serious bone of contention between the landowners and the developers was the compensation price fo,1.0,86.36856079101562,1.4628175804826218,-0.7873746255565724,0.6754429549260492,1
idiom,90,"From now on , every student must switch off their phones before coming to my class .",1.0,99.14360046386719,2.21818704428308,-0.7873746255565724,1.4308124187265074,1
idiom,91,"After a hard week , I like to veg out in front of the television during the weekend .",1.0,86.38076782226562,1.463539364436804,-0.7873746255565724,0.6761647388802315,1
idiom,92,I feel snowed under with all the work my boss keeps throwing my way .,1.5,95.93213399251302,1.5477314093888324,-0.30680831927514707,1.2409230901136854,1
idiom,93,The feedback that we received from the public was heart-warming,3.0,56.04998270670573,-2.252140947929356,1.1348905995691292,-1.117250348360227,1
idiom,94,"Just by reading her facial expressions , I can easily tell you that she is miles away .",1.0,80.25436401367188,1.1012940424315079,-0.7873746255565724,0.31391941687493546,1
idiom,95,I think Charlie has fallen for Jenny .,1.0,99.34844970703125,2.2302994812642036,-0.7873746255565724,1.442924855707631,1
idiom,96,Recently a party was hosted in the city where all the tall poppies were invited to raise charity for,1.0,54.61902618408203,-0.4144860949744015,-0.7873746255565724,-1.201860720530974,1
idiom,97,The waiter asked us to come on and get the table before the people who had reserved it would arrive ,1.0,99.81002807617188,2.2575919370317257,-0.7873746255565724,1.4702173114751533,1
idiom,98,The man was in the cross hairs from the very beginning of the interrogation .,1.0,91.1272684733073,1.7441930252880642,-0.7873746255565724,0.9568183997314916,1
idiom,99,The family 's meeting on property dispute begins today and I 'm just sitting down with a cup of coff,1.5,68.03436279296875,-0.10182311348364448,-0.30680831927514707,-0.40863143275879155,1
idiom,100,The master chef always told me that there 's no time like the present to start working on your signa,1.2,83.78842671712239,1.1180314932376008,-0.5951481030440023,0.5228833901935984,1
idiom,101,I started learning tennis after having tried swimming because variety is the spice of life .,1.0,85.94253540039062,1.4376273204816554,-0.7873746255565724,0.6502526949250831,1
idiom,102,The young students just ca n't sit still ; they must have ants in their pants .,1.0,91.96624755859375,1.793800634972392,-0.7873746255565724,1.0064260094158197,1
idiom,103,Adventure and traveling based reality shows are now outdated and a dime a dozen .,1.0,66.37859344482422,0.2808399661375077,-0.7873746255565724,-0.5065346594190647,1
idiom,104,The girl has decided to marry him even though her parents did n't approve come what may .,1.0,99.26071166992188,2.2251116590935176,-0.7873746255565724,1.437737033536945,1
idiom,105,He should not become the chairman of the committee as he has too many axes of his own to grind .,1.0,93.51226806640625,1.8852145727695944,-0.7873746255565724,1.0978399472130218,1
idiom,106,As soon as they heard about the picnic the children in the class gingered up .,1.5,98.92934163411458,1.7249519258891817,-0.30680831927514707,1.4181436066140347,1
idiom,107,We were all quite taken aback by his decision to retire from upcoming football tournament .,1.0,59.168052673339844,-0.14550879329861355,-0.7873746255565724,-0.932883418855186,1
idiom,108,The counselor has been working round the clock with patients .,1.0,98.40329488118489,2.174413854895059,-0.7873746255565724,1.3870392293384866,1
idiom,109,He has really turned over a new leaf .,1.0,90.82351684570312,1.7262326345614913,-0.7873746255565724,0.938858009004919,1
idiom,110,The blood vessels in the back of his right leg stood out .,1.0,97.46227264404297,2.1187725824687376,-0.7873746255565724,1.331397956912165,1
idiom,111,"Arm in arm , they went through everything together .",1.0,95.87338765462239,2.024824130390755,-0.7873746255565724,1.2374495048341825,1
idiom,112,He drives me crazy with the lazy way he executes all his tasks .,1.5,62.77147928873698,-0.41300973931339136,-0.30680831927514707,-0.7198180585885384,1
idiom,113,If you do not stop complaining then I will hang up on you .,1.0,97.0743179321289,2.0958333861748777,-0.7873746255565724,1.3084587606183053,1
idiom,114,I wanted to have a meaningful conversation with him when he was back from work but he was gone befor,1.0,94.73431905110677,1.957472665166109,-0.7873746255565724,1.1700980396095366,1
idiom,115,"After having a blazing row with his wife , he stormed out of the room and banged the door behind him",1.5,93.32784016927083,1.3937433139137294,-0.30680831927514707,1.0869349946385822,1
idiom,116,"He is such an innocent little child , he could not hurt a fly .",1.0,52.89115905761719,-0.5166523581140646,-0.7873746255565724,-1.304026983670637,1
idiom,117,"Following the aftermath of the hurricane , my heart goes out to all the residents of New Orleans .",1.0,98.68669509887695,2.1911708964355183,-0.7873746255565724,1.4037962708789458,1
idiom,118,"The study plans were such that it required you to read when your mind was fresh , strike while the i",1.0,92.0626958211263,1.7995034800687186,-0.7873746255565724,1.012128854512146,1
idiom,119,The confusion arose because they were not on the same page .,1.0,99.45201873779297,2.23642336700047,-0.7873746255565724,1.4490487414438975,1
idiom,120,We were asked to be there at five on the dot .,1.0,98.14961751302083,2.159414282097206,-0.7873746255565724,1.3720396565406334,1
idiom,121,"At the end of the day , I have decided that law school would be the best path for me .",1.0,99.29170608520508,2.2269443136646836,-0.7873746255565724,1.4395696881081113,1
idiom,122,The prime minister keeps wagging the dog to keep people from actually finding out about the scam and,1.5,87.15705871582031,1.0288740064916662,-0.30680831927514707,0.7220656872165191,1
idiom,123,"By accepting two part-time jobs , he is clearly biting off more than he can chew .",1.3333333333333333,91.49179458618164,1.445369385169743,-0.4669970880356223,0.9783722971341207,1
idiom,124,She started to tell some cock and bull story to the police officers about how she found a huge bag c,1.0,93.08853149414062,1.8601596472600375,-0.7873746255565724,1.072785021703465,1
idiom,125,No matter how strong you are but you ca n't stop the acts of God .,1.0,99.01905059814453,2.2108225923755627,-0.7873746255565724,1.42344796681899,1
idiom,126,As I am the new kid on the block I know that I will have to work hard to prove myself .,1.0,99.26509857177734,2.225371050202052,-0.7873746255565724,1.4379964246454793,1
idiom,127,The sun was shining so he made the best of his day and went to the beach with his family .,1.0,97.19772338867188,2.1031301708366903,-0.7873746255565724,1.315755545280118,1
idiom,128,This endeavor was all in vain .,1.0,95.2496846516927,1.9879454814817477,-0.7873746255565724,1.200570855925175,1
idiom,129,He seemed to be as sick as a dog according to his friends .,1.0,99.38583374023438,2.232509944623887,-0.7873746255565724,1.4451353190673146,1
idiom,130,The movie gave me a chill to the marrow and I am not recommending it to anyone and It is horrible .,1.0,84.41215515136719,1.3471381683757497,-0.7873746255565724,0.5597635428191773,1
idiom,131,These books are selling like hotcakes .,1.5,91.53111775716145,1.2875057381575061,-0.30680831927514707,0.9806974188823591,1
idiom,132,That meal was just what the doctor ordered,1.0,95.59300740559895,2.008245655193128,-0.7873746255565724,1.2208710296365552,1
idiom,133,If we get off before five o'clock the traffic will not be as bad .,1.0,99.6255874633789,2.246686232599001,-0.7873746255565724,1.4593116070424286,1
idiom,134,"They have a crazy schedule , but taking all things into account , there 's a method to their madness",1.0,88.8898213704427,1.611896041352713,-0.7873746255565724,0.8245214157961405,1
idiom,135,The negative political climate in America seems to have come to a head .,1.0,98.91891479492188,2.20490170837641,-0.7873746255565724,1.4175270828198376,1
idiom,136,He was in his late teens when he came out of the closet .,1.0,90.61927795410156,1.714156286778077,-0.7873746255565724,0.9267816612215046,1
idiom,137,I am looking forward to seeing my best friend next weekend and I have not seen him for six months .,1.0,96.95281982421875,2.088649380255906,-0.7873746255565724,1.3012747546993335,1
idiom,138,He had butterflies in his stomach as he walked out onto the stage for his dance performance .,1.0,90.73333740234375,1.720900455599969,-0.7873746255565724,0.9335258300433965,1
idiom,139,We can not compare Sara and Salina and They are apples and oranges .,1.0,58.458900451660156,-0.18743992988689784,-0.7873746255565724,-0.9748145554434703,1
idiom,140,I need to submit this assignment in two days time and I have to put pedal to the metal else I will m,1.0,92.92132059733073,1.85027271080431,-0.7873746255565724,1.0628980852477374,1
idiom,141,I told Steve that Hannah would agree to going to prom with me and he said `` you wish ! '',1.0,97.79802958170573,2.1386254005001817,-0.7873746255565724,1.3512507749436093,1
idiom,142,Martha let us know that our grandfather passed away two nights ago .,1.0,84.5367431640625,1.354504875858124,-0.7873746255565724,0.5671302503015515,1
idiom,143,The birth of his daughter was the zenith of his life .,2.0,99.16629791259766,1.2583964987600371,0.17375798700627837,1.4321544857663155,1
idiom,144,"After his mother 's death , David found a treasure trove when he found her collection of music recor",1.0,40.23005167643229,-1.2652851716754872,-0.7873746255565724,-2.0526597972320597,1
idiom,145,The beggar was lying shivering on the road when a good Samaritan came along and gave him a blanket a,1.0,60.684967041015625,-0.055815859117165245,-0.7873746255565724,-0.8431904846737377,1
idiom,146,As a politician you must keep your friends close and your enemies closer .,1.0,94.57454681396484,1.9480255658074612,-0.7873746255565724,1.1606509402508889,1
idiom,147,"In a nutshell , all the new mayor was saying is that the fight against crime will be taken much more",1.0,84.72531636555989,1.3656549342336706,-0.7873746255565724,0.5782803086770982,1
idiom,148,If you want to see what it looks like you should drop by over the weekend .,1.0,98.74776204427083,2.1947816958521438,-0.7873746255565724,1.4074070702955714,1
idiom,149,The entire group cracked up at the joke of their teacher .,1.5,93.79310607910156,1.421253808584078,-0.30680831927514707,1.1144454893089308,1
idiom,150,"There were tickets available for the match till last week , but you have missed the boat by waiting ",1.0,90.94047546386719,1.7331482270725016,-0.7873746255565724,0.9457736015159293,1
idiom,151,Do n't let the difficulties intimidate you ; keep your chin up .,1.0,93.31960678100586,1.8738227919552246,-0.7873746255565724,1.0864481663986523,1
idiom,152,The call-back of the military and troops from Afghanistan shows a change of heart by the British gov,1.0,92.26112365722656,1.811236228615611,-0.7873746255565724,1.0238616030590386,1
idiom,153,The child hung on to her mother and would not let go of her hands .,1.0,94.8102315266927,1.961961259131181,-0.7873746255565724,1.1745866335746085,1
idiom,154,"I ran into my 5th grade teacher at the mall the other day , itês such a small world .",1.0,69.40714518229167,0.45991381331187786,-0.7873746255565724,-0.3274608122446946,1
idiom,155,The soldier bit the dust after a very long fight and even at that he managed to take many enemy sold,1.0,97.5964864095052,2.1267084466733155,-0.7873746255565724,1.3393338211167432,1
idiom,156,The prisoner has been awarded the death penalty is cooling his heels until the President evaluates i,1.0,71.58527374267578,0.588703378344873,-0.7873746255565724,-0.19867124721169946,1
idiom,157,These set of rules would provide a level playing field to all the competitors and all would have a f,1.0,98.25719197591145,2.1657750031934384,-0.7873746255565724,1.3784003776368658,1
idiom,158,"When he told us the stories of his youth , everyone could agree that they were far-fetched .",3.0,50.33289591471354,-2.5901839517209737,1.1348905995691292,-1.4552933521518443,1
idiom,159,The presentation will be followed by high tea and snacks for all the employees present .,1.0,21.106338500976562,-2.3960424403136464,-0.7873746255565724,-3.183417065870219,1
idiom,160,"A good presentation should contain more of graphics and less of text , since a picture is worth a th",1.0,96.92020416259766,2.086720863753325,-0.7873746255565724,1.2993462381967524,1
idiom,161,The laundry man better get cracking with our clothes else we will miss the event .,2.0,94.69432830810547,0.9939754582950255,0.17375798700627837,1.167733445301304,1
idiom,162,He kept harping on about something and I had stopped paying attention a long while back .,2.0,94.6554183959961,0.991674771941069,0.17375798700627837,1.1654327589473474,1
idiom,163,"If nothing seems to be working , just pray to the God , sometimes that does the trick .",1.0,89.41707611083984,1.643071845165394,-0.7873746255565724,0.8556972196088215,1
idiom,164,The work is almost entirely in the can if only he can convince the managing directors to give him a ,1.0,99.81117248535156,2.2576596042774306,-0.7873746255565724,1.470284978720858,1
idiom,165,You 're going to have to take it on the chin when your father gets home and sees what you 've done .,1.0,95.0347900390625,1.975239076454995,-0.7873746255565724,1.1878644508984226,1
idiom,166,The bank manager caught the security guard while taking forty winks on duty .,1.3333333333333333,89.70260620117188,1.3395772854477417,-0.4669970880356223,0.8725801974121195,1
idiom,167,She decided not to take the family dispute to court as she feared it would only lead to a lot of was,1.0,87.59231567382812,1.5351764218894082,-0.7873746255565724,0.7478017963328356,1
idiom,168,"Do n't be so cold hearted , forgive them and speak with your children .",1.0,48.398590087890625,-0.7822914090017591,-0.7873746255565724,-1.5696660345583315,1
idiom,169,"When the auditor asked for more evidences , the treasury department stirred up a Hornet 's nest beca",1.4,64.67699323381696,-0.20422621762588555,-0.40292158053143223,-0.6071477981573178,1
idiom,170,`` If you decide to live here you get the greenery of the countryside and the amenities of urban lif,1.0,23.75946044921875,-2.2391672090218133,-0.7873746255565724,-3.026541834578386,1
idiom,171,"While it 's sad that the results have not been as good as you expected , you should now focus on mov",1.5,82.75362650553386,0.7685054821860748,-0.30680831927514707,0.46169716291092777,1
idiom,172,"I woke up from a nightmare , breathing heavy and in cold sweat .",1.0,82.65056610107422,1.242977977062658,-0.7873746255565724,0.4556033515060854,1
idiom,173,I 'm not as dumb as you think ; do n't try to pull the wool over my eyes .,1.0,95.40513356526692,1.997136949023289,-0.7873746255565724,1.2097623234667167,1
idiom,174,Both the man and his wife must work long hours just to keep the wolf from the door .,1.0,90.2544657389323,1.692585472564022,-0.7873746255565724,0.9052108470074494,1
idiom,175,The last straw in their relationship was when he physically abused her .,1.0,30.384445190429688,-1.8474415236378796,-0.7873746255565724,-2.634816149194452,1
idiom,176,The team is divided into people of the same region batting against the others and birds of a feather,1.0,89.08096313476562,1.6231979751019527,-0.7873746255565724,0.8358233495453803,1
idiom,177,The must haves this season include a tunic and a head scarf .,1.5,96.65082295735677,1.590226439691322,-0.30680831927514707,1.2834181204161748,1
idiom,178,He eats like a horse - there 's never enough left for everyone else once he 's been at the buffet .,1.0,97.84762064615886,2.141557647814048,-0.7873746255565724,1.3541830222574756,1
idiom,179,The government finally agreed to give the new pension policy its seal of approval .,1.0,84.65862274169922,1.3617114375256638,-0.7873746255565724,0.5743368119690915,1
idiom,180,The company is now just a has-been .,1.5,81.23238881429036,0.6785569161875197,-0.30680831927514707,0.3717485969123726,1
idiom,181,Mom made sure we stayed up to welcome our dad home after months of him being on military tour .,2.0,90.37952423095703,0.7388473862401124,0.17375798700627837,0.9126053732463908,1
idiom,182,The beggar had to beg all day long before getting enough money to feed his hungry children .,1.0,99.58953857421875,2.244554714359306,-0.7873746255565724,1.4571800888027335,1
idiom,183,The new student is very arrogant because he is a blue blood .,1.0,97.2707748413086,2.1074495966875006,-0.7873746255565724,1.3200749711309283,1
idiom,184,"I 'm so proud of our boy , Johnny - he was head and shoulders above the rest of his class in his sch",1.0,96.69809341430664,2.07358777914949,-0.7873746255565724,1.2862131535929178,1
idiom,185,I do not understand paintings that are avant-garde and I like my art simple and from the present tim,3.0,50.541178385416664,-2.577868513002736,1.1348905995691292,-1.442977913433607,1
idiom,186,The right to host the next Olympic games has become an apple of discord between the two countries .,1.0,93.84698867797852,1.9050061143507615,-0.7873746255565724,1.117631488794189,1
idiom,187,I know he is not up to the mark right now but let 's cut him some slack and He 's new to this enviro,1.0,92.10128784179688,1.8017853699655348,-0.7873746255565724,1.0144107444089625,1
